Class,Sentences
pos,"ঘটে যাওয়া প্রতিটি ঘটনা অন্যদের জন্য একেকটি শিক্ষা। এজন্যই আমাদেরকে স্কুলে এত যত্ন করে ইতিহাস পড়ানো হয়। আমরা ইতিহাস পড়ি, পাশ করি। এরপর আমরা কয়জন ইতিহাস থেকে সেই শিক্ষাটা নিই?"
neg,"জিয়াউর রহমান জোরপূর্বক ক্ষমতায় বসেই প্রথমে ঘৃণ্য ""ইন্ডেমনিটি আইন"" তৈরি করেছিল… See more"
neg,বঙ্গবন্ধু ও তাঁর পরিবারকে হত্যার পরিকল্পনার জিয়ার হাত ছিল এটা বিএনপি যতই ডিফেণ্ড করুক তা কখনোই প্রমাণ করতে পারেনি। ৭৫ পরবর্তী সকল সাক্ষাৎকার ও নথিতেই জিয়ার নাম এসেছে।
ntr,"শুধু তাই নয়, স্ব-পরিবারে বঙ্গবন্ধু'র ঘাতকদের তৎকালীন জিয়া … See more"
pos,"চুতিয়ারা চুরি করার জন্য স্বীকার করুক আর না করুক, জিয়া যদি দশ বছর শাসন করতো তবে একটা সম্মানিত জাতি হিসেবে বিশ্বে কিছুটা হলেও স্বীকৃতি মিলতো, আর অর্থনৈতিক ভাবে আরো শক্তিশালী হত"
ntr,"ইষ্টবেঙ্গল রেজিমেন্টের প্রথম বাঙ্গালী সেনা অফিসার শহীদ জিয়া, যিনি মুক্তিযুদ্ধের শুরুতে চট্রগ্রামে অবস্হানরত পাকিস্তানি কমান্ডিং অফিসার জেনারেল জানযুয়া’র বুকে রাইফেল তাক করে চিৎকার করে বলেছিলেন,-… See more"
pos,"ইতিহাসের সময়ের দাবীতে আর্বিভূত হয় এক মহানায়কের। যিনি বাংলাদেশের মহান স্বাধীনতার ঘোষক, সেক্টর কমান্ডার, Z ফোর্সের প্রধান, আধুনিক বাংলার রুপকার,সবুজ বিপ্লবের নায়ক,বহুদলীয় গনতন্ত্রের প্রবর্তক, সার্কের প্রস্তাবক।তিনি মেজর জিয়াউর রহমান।"
ntr,যিনি নিজে স্বপ্ন দেখ
ntr,"একটা বৃহত্তর রাজনৈতিক দল, যারা বহু বার ক্ষমতায় এসেছে। অনেক কিছু প্রাপ্তি স্বত্বেও সেই দলের প্রতিষ্ঠা হত্যার বিচার করে নি!"
ntr,কেন রে ভাই?
neg,আজ শ্রদ্ধা জানানোর আগে বিএনপির উচিত কলঙ্ক দূর করা!… See more
neg,"বাংলাদেশের সকল মানুষ সামরিক শাসন কে ঘৃণা করে,সেই সাথে সকল সামরিক শাসক কে।আর যেন জিয়া - এরশাদের মতো কোনো সামরিক শাসক অস্ত্রের জোরে এদেশের ক্ষমতা দখল করতে না পারে এটাই সকল বাংলাদেশি মানুষের চাওয়া।"
ntr,জিয়াউর রহমানের ভালো বাসা রাখেনি জামান বিএনপির নেতারা কোরেছে সুধু দুরনিতি আর দুরনিতি এদের ভিতোরে হিংসা আর হিংসা রাজনিতি করার ঐধিকার নাই জামাত বিএনপির এখোন নতুন কোরে দল গঠন চাই আমরা জেনো হিংসা না থাকে
